antecedent,consequent,support,confidence,lift,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved
lamb,"filling, sugar",0.01113490364025696,0.34437086092715236,2.3123104536733305,1,2,frozenset({'lamb'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"grape, sugar, vermicelli",filling,0.012098501070663811,0.5678391959798994,2.3059209088922876,3,1,"frozenset({'sugar', 'vermicelli', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
cornflake,rice,0.01595289079229122,0.3679012345679012,2.292326571623881,1,1,frozenset({'cornflake'}),frozenset({'rice'}),ingredient_to_ingredient,
preserves,tagliatelle,0.011777301927194861,0.3716216216216216,2.291053429667291,1,1,frozenset({'preserves'}),frozenset({'tagliatelle'}),ingredient_to_ingredient,
egg,pasta,0.012419700214132762,0.46586345381526106,2.286476436486883,1,1,frozenset({'egg'}),frozenset({'pasta'}),ingredient_to_ingredient,
"bean paste, sugar",beef,0.01841541755888651,0.43654822335025384,2.281679018517835,2,1,"frozenset({'sugar', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,
collard,filling,0.010813704496788009,0.5611111111111111,2.2785990338164255,1,1,frozenset({'collard'}),frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, grape",filling,0.023768736616702354,0.5606060606060606,2.2765480895915675,2,1,"frozenset({'chocolate', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:filipino, filling",grape,0.01145610278372591,0.5169082125603864,2.274103959168163,2,1,"frozenset({'cuisine:filipino', 'filling'})",frozenset({'grape'}),cuisine_to_ingredient,filipino
"chocolate, grape, sugar",filling,0.019593147751605994,0.5596330275229358,2.2725967291583564,3,1,"frozenset({'sugar', 'chocolate', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, crabmeat, sugar",filling,0.012098501070663811,0.5594059405940593,2.271674558760224,3,1,"frozenset({'crabmeat', 'sugar', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, pepper, sugar",chocolate,0.010599571734475375,0.38372093023255816,2.269761550583973,3,1,"frozenset({'sugar', 'pepper', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
farro,rice,0.010599571734475375,0.3639705882352941,2.267835419691559,1,1,frozenset({'farro'}),frozenset({'rice'}),ingredient_to_ingredient,
"fish paste, sugar",filling,0.010920770877944325,0.5573770491803278,2.263435495367071,2,1,"frozenset({'sugar', 'fish paste'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:filipino, filling",corn,0.015310492505353318,0.6908212560386473,2.2631604810245407,2,1,"frozenset({'cuisine:filipino', 'filling'})",frozenset({'corn'}),cuisine_to_ingredient,filipino
"corn, sugar, vermicelli",filling,0.011991434689507495,0.5572139303482587,2.2627730910664074,3,1,"frozenset({'sugar', 'corn', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, pepper","filling, sugar",0.010599571734475375,0.336734693877551,2.261036693613463,2,2,"frozenset({'pepper', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"filling, grape, sugar",chocolate,0.019593147751605994,0.38125,2.2551456618112726,3,1,"frozenset({'sugar', 'grape', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cuisine:filipino, sugar",chocolate,0.01113490364025696,0.380952380952381,2.2533852046201637,2,1,"frozenset({'sugar', 'cuisine:filipino'})",frozenset({'chocolate'}),cuisine_to_ingredient,filipino
"chicken, sugar, tikka paste",beef,0.013704496788008565,0.430976430976431,2.2525572833351233,3,1,"frozenset({'chicken', 'sugar', 'tikka paste'})",frozenset({'beef'}),ingredient_to_ingredient,
"butter, sugar",filling,0.014882226980728051,0.5537848605577689,2.2488480859172006,2,1,"frozenset({'butter', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, cuisine:filipino",pasta,0.011563169164882228,0.4576271186440678,2.246052174532629,2,1,"frozenset({'corn', 'cuisine:filipino'})",frozenset({'pasta'}),cuisine_to_ingredient,filipino
"crouton, filling",chocolate,0.010813704496788009,0.37969924812030076,2.245972753289176,2,1,"frozenset({'crouton', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cuisine:italian, sugar",yeast,0.01113490364025696,0.4388185654008439,2.2457892607363736,2,1,"frozenset({'sugar', 'cuisine:italian'})",frozenset({'yeast'}),cuisine_to_ingredient,italian
"corn, pepper, sugar",chocolate,0.010171306209850108,0.37698412698412703,2.229912442072037,3,1,"frozenset({'sugar', 'corn', 'pepper'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"corn, pepper","grape, sugar",0.011349036402569594,0.301994301994302,2.229744490614056,2,2,"frozenset({'corn', 'pepper'})","frozenset({'sugar', 'grape'})",ingredient_to_ingredient,
"filling, sugar, tagliatelle",chocolate,0.012098501070663811,0.37666666666666665,2.2280346210681863,3,1,"frozenset({'tagliatelle', 'sugar', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"filling, pepper","grape, sugar",0.010599571734475375,0.3009118541033435,2.2217523457116424,2,2,"frozenset({'pepper', 'filling'})","frozenset({'sugar', 'grape'})",ingredient_to_ingredient,
"cuisine:korean, pasta, twist",chicken,0.011241970021413276,0.5412371134020618,2.215229903231927,3,1,"frozenset({'pasta', 'twist', 'cuisine:korean'})",frozenset({'chicken'}),cuisine_to_ingredient,korean
"bean paste, chicken",beef,0.011563169164882228,0.42187500000000006,2.204987409065473,2,1,"frozenset({'chicken', 'bean paste'})",frozenset({'beef'}),ingredient_to_ingredient,
"sugar, tagliatelle, yeast",chocolate,0.01145610278372591,0.3702422145328719,2.1900331119297176,3,1,"frozenset({'tagliatelle', 'sugar', 'yeast'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"grape, rice, sugar",chocolate,0.010171306209850108,0.36964980544747084,2.1865289315258885,3,1,"frozenset({'rice', 'sugar', 'grape'})",frozenset({'chocolate'}),ingredient_to_ingredient,
chocolate,"filling, sugar",0.055032119914346894,0.32552248258391386,2.185751248981852,1,2,frozenset({'chocolate'}),"frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"filling, sugar",chocolate,0.055032119914346894,0.3695183321351546,2.185751248981852,2,1,"frozenset({'sugar', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"chocolate, pepper, sugar",filling,0.010599571734475375,0.5380434782608696,2.1849243856332703,3,1,"frozenset({'sugar', 'chocolate', 'pepper'})",frozenset({'filling'}),ingredient_to_ingredient,
"milk, sugar",cucumber,0.010920770877944325,0.3457627118644067,2.182043060009161,2,1,"frozenset({'sugar', 'milk'})",frozenset({'cucumber'}),ingredient_to_ingredient,
cuisine:spanish,yeast,0.021306209850107068,0.4261241970021413,2.180821917808219,1,1,frozenset({'cuisine:spanish'}),frozenset({'yeast'}),cuisine_to_ingredient,spanish
"corn, cuisine:vietnamese",chicken,0.010920770877944325,0.53125,2.1743536371603853,2,1,"frozenset({'cuisine:vietnamese', 'corn'})",frozenset({'chicken'}),cuisine_to_ingredient,vietnamese
"vermicelli, yeast",filling,0.01145610278372591,0.535,2.1725652173913046,2,1,"frozenset({'yeast', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"chicken, potato",pasta,0.012633832976445396,0.44194756554307113,2.16909630171954,2,1,"frozenset({'chicken', 'potato'})",frozenset({'pasta'}),ingredient_to_ingredient,
"meat, sugar",yeast,0.010385438972162741,0.42358078602620086,2.167805228210803,2,1,"frozenset({'meat', 'sugar'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, rice, sugar",filling,0.013918629550321198,0.5327868852459017,2.1635780470420527,3,1,"frozenset({'rice', 'sugar', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"sugar, vermicelli",chocolate,0.021413276231263382,0.36496350364963503,2.1588088182948644,2,1,"frozenset({'sugar', 'vermicelli'})",frozenset({'chocolate'}),ingredient_to_ingredient,
cuisine:japanese,pasta,0.021948608137044967,0.43897216274089934,2.154492905937992,1,1,frozenset({'cuisine:japanese'}),frozenset({'pasta'}),cuisine_to_ingredient,japanese
fish paste,filling,0.016809421841541754,0.5304054054054053,2.1539071680376023,1,1,frozenset({'fish paste'}),frozenset({'filling'}),ingredient_to_ingredient,
salt,filling,0.020235546038543897,0.5294117647058824,2.1498721227621487,1,1,frozenset({'salt'}),frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:korean, pasta",chicken,0.015738758029978588,0.525,2.1487730061349692,2,1,"frozenset({'pasta', 'cuisine:korean'})",frozenset({'chicken'}),cuisine_to_ingredient,korean
"espresso, grape, sugar",filling,0.01006423982869379,0.5280898876404494,2.1445041524181727,3,1,"frozenset({'sugar', 'espresso', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, potato",pasta,0.010599571734475375,0.43612334801762115,2.1405108095031955,2,1,"frozenset({'potato', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,
"cuisine:filipino, grape",filling,0.01145610278372591,0.5270935960591132,2.1404583422574426,2,1,"frozenset({'grape', 'cuisine:filipino'})",frozenset({'filling'}),cuisine_to_ingredient,filipino
beef broth,filling,0.011777301927194861,0.5263157894736843,2.137299771167048,1,1,frozenset({'beef broth'}),frozenset({'filling'}),ingredient_to_ingredient,
lentil,filling,0.012955032119914348,0.5260869565217392,2.1363705103969757,1,1,frozenset({'lentil'}),frozenset({'filling'}),ingredient_to_ingredient,
"semolina, sugar",filling,0.010920770877944325,0.5257731958762886,2.1350963693411025,2,1,"frozenset({'sugar', 'semolina'})",frozenset({'filling'}),ingredient_to_ingredient,
"filling, pepper","corn, sugar",0.012955032119914348,0.36778115501519754,2.133587570088165,2,2,"frozenset({'pepper', 'filling'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"chocolate, crabmeat",filling,0.014453961456102784,0.5252918287937743,2.1331416004060224,2,1,"frozenset({'crabmeat', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, tagliatelle","filling, sugar",0.012098501070663811,0.3174157303370786,2.1313177004660777,2,2,"frozenset({'tagliatelle', 'chocolate'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"chocolate, corn, sugar",filling,0.023768736616702354,0.5223529411764706,2.12120716112532,3,1,"frozenset({'corn', 'chocolate', 'sugar'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, grape","filling, sugar",0.02398286937901499,0.31549295774647884,2.1184070635169756,2,2,"frozenset({'corn', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"pancake, sugar",yeast,0.010920770877944325,0.41295546558704455,2.1134268759358883,2,1,"frozenset({'sugar', 'pancake'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chicken, tikka paste",beef,0.01670235546038544,0.4041450777202073,2.112319544435778,2,1,"frozenset({'chicken', 'tikka paste'})",frozenset({'beef'}),ingredient_to_ingredient,
cilantro,pasta,0.031049250535331904,0.43026706231454004,2.1117679253903328,1,1,frozenset({'cilantro'}),frozenset({'pasta'}),ingredient_to_ingredient,
"grape, vermicelli",filling,0.018201284796573874,0.5198776758409785,2.1111554314585823,2,1,"frozenset({'vermicelli', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"cereal, corn",pasta,0.017987152034261242,0.4285714285714286,2.103445687260716,2,1,"frozenset({'corn', 'cereal'})",frozenset({'pasta'}),ingredient_to_ingredient,
"chicken, vermicelli",pasta,0.012312633832976445,0.4275092936802974,2.0982326867966252,2,1,"frozenset({'chicken', 'vermicelli'})",frozenset({'pasta'}),ingredient_to_ingredient,
"corn, shrimp","filling, sugar",0.011563169164882228,0.31213872832369943,2.0958847753726477,2,2,"frozenset({'corn', 'shrimp'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
cuisine:greek,beef,0.020021413276231262,0.40042826552462524,2.092893116955792,1,1,frozenset({'cuisine:greek'}),frozenset({'beef'}),cuisine_to_ingredient,greek
"grape, pepper","corn, sugar",0.011349036402569594,0.36054421768707484,2.0916043436007943,2,2,"frozenset({'pepper', 'grape'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"cuisine:brazilian, sugar",filling,0.01113490364025696,0.5148514851485149,2.090744726646578,2,1,"frozenset({'sugar', 'cuisine:brazilian'})",frozenset({'filling'}),cuisine_to_ingredient,brazilian
"chocolate, sugar, tagliatelle",yeast,0.01145610278372591,0.4083969465648855,2.0900972498170027,3,1,"frozenset({'tagliatelle', 'sugar', 'chocolate'})",frozenset({'yeast'}),ingredient_to_ingredient,
"chocolate, rice",filling,0.017451820128479657,0.5141955835962145,2.0880811959950627,2,1,"frozenset({'rice', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"cucumber, vermicelli",filling,0.012205567451820129,0.5135135135135136,2.085311398354877,2,1,"frozenset({'cucumber', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
cuisine:moroccan,cucumber,0.016488222698072805,0.3297644539614561,2.0810810810810807,1,1,frozenset({'cuisine:moroccan'}),frozenset({'cucumber'}),cuisine_to_ingredient,moroccan
char,pasta,0.021734475374732335,0.4237995824634656,2.080025275989894,1,1,frozenset({'char'}),frozenset({'pasta'}),ingredient_to_ingredient,
"chocolate, shrimp",filling,0.011670235546038544,0.511737089201878,2.0780975709328433,2,1,"frozenset({'chocolate', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
cherry,chicken,0.01873661670235546,0.5057803468208092,2.0701088691088336,1,1,frozenset({'cherry'}),frozenset({'chicken'}),ingredient_to_ingredient,
truffle,pasta,0.02708779443254818,0.4209650582362729,2.0661133178806037,1,1,frozenset({'truffle'}),frozenset({'pasta'}),ingredient_to_ingredient,
cuisine:italian,yeast,0.02012847965738758,0.4025695931477516,2.0602739726027393,1,1,frozenset({'cuisine:italian'}),frozenset({'yeast'}),cuisine_to_ingredient,italian
"chocolate, corn",filling,0.03019271948608137,0.5071942446043165,2.059649671567094,2,1,"frozenset({'corn', 'chocolate'})",frozenset({'filling'}),ingredient_to_ingredient,
"grape, yeast","filling, sugar",0.01145610278372591,0.30659025787965616,2.058629050033062,2,2,"frozenset({'yeast', 'grape'})","frozenset({'sugar', 'filling'})",ingredient_to_ingredient,
"grape, shrimp, sugar",filling,0.010171306209850108,0.5053191489361702,2.052035152636448,3,1,"frozenset({'shrimp', 'sugar', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, truffle",pasta,0.014561027837259101,0.4171779141104295,2.04752586326401,2,1,"frozenset({'truffle', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
meat,yeast,0.018201284796573874,0.4,2.0471232876712326,1,1,frozenset({'meat'}),frozenset({'yeast'}),ingredient_to_ingredient,
"corn, potato",pasta,0.013383297644539615,0.4166666666666667,2.0450166403923626,2,1,"frozenset({'potato', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,
crouton,chocolate,0.01595289079229122,0.3449074074074074,2.0401742781413454,1,1,frozenset({'crouton'}),frozenset({'chocolate'}),ingredient_to_ingredient,
"grape, sausage",filling,0.011241970021413276,0.5023923444976077,2.040149781568546,2,1,"frozenset({'sausage', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"sugar, twist",chicken,0.011563169164882228,0.4976958525345623,2.0370198346506623,2,1,"frozenset({'sugar', 'twist'})",frozenset({'chicken'}),ingredient_to_ingredient,
"corn, rice, sugar",chocolate,0.011777301927194861,0.34375,2.0333280557314755,3,1,"frozenset({'rice', 'sugar', 'corn'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cuisine:filipino, sugar",grape,0.013490364025695931,0.46153846153846156,2.030508351751875,2,1,"frozenset({'sugar', 'cuisine:filipino'})",frozenset({'grape'}),cuisine_to_ingredient,filipino
"chocolate, pepper",filling,0.011349036402569594,0.5,2.0304347826086957,2,1,"frozenset({'chocolate', 'pepper'})",frozenset({'filling'}),ingredient_to_ingredient,
"corn, grape, sugar",filling,0.02398286937901499,0.4988864142538975,2.0259126561440883,3,1,"frozenset({'sugar', 'corn', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"cherry, sugar",chicken,0.010492505353319057,0.4949494949494949,2.0257792650430684,2,1,"frozenset({'sugar', 'cherry'})",frozenset({'chicken'}),ingredient_to_ingredient,
"filling, yeast",chocolate,0.022805139186295502,0.34244372990353694,2.0256012902463807,2,1,"frozenset({'yeast', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"crabmeat, tikka paste","corn, sugar",0.012633832976445396,0.3491124260355029,2.0252857510382594,2,2,"frozenset({'crabmeat', 'tikka paste'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"sugar, vermicelli",filling,0.029229122055674517,0.4981751824817518,2.0230244366867662,2,1,"frozenset({'sugar', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
"cuisine:vietnamese, sugar",chicken,0.010385438972162741,0.4923857868020305,2.015286261494726,2,1,"frozenset({'cuisine:vietnamese', 'sugar'})",frozenset({'chicken'}),cuisine_to_ingredient,vietnamese
"espresso, grape",filling,0.012419700214132762,0.49572649572649574,2.0130806391675957,2,1,"frozenset({'espresso', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, rice","corn, sugar",0.011777301927194861,0.3470031545741325,2.0130493563493155,2,2,"frozenset({'rice', 'chocolate'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
"corn, vermicelli",rice,0.013276231263383297,0.3229166666666667,2.0120358016455415,2,1,"frozenset({'corn', 'vermicelli'})",frozenset({'rice'}),ingredient_to_ingredient,
"cuisine:vietnamese, rice",chicken,0.014025695931477516,0.49063670411985016,2.008127439298598,2,1,"frozenset({'rice', 'cuisine:vietnamese'})",frozenset({'chicken'}),cuisine_to_ingredient,vietnamese
"cuisine:indian, sugar",filling,0.017558886509635975,0.49397590361445787,2.005971712938712,2,1,"frozenset({'sugar', 'cuisine:indian'})",frozenset({'filling'}),cuisine_to_ingredient,indian
"sugar, yeast",chocolate,0.038329764453961454,0.3364661654135338,1.9902431823701114,2,1,"frozenset({'sugar', 'yeast'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"tikka paste, wheat gluten",corn,0.013918629550321198,0.6074766355140186,1.9901198792356838,2,1,"frozenset({'wheat gluten', 'tikka paste'})",frozenset({'corn'}),ingredient_to_ingredient,
"pisco, sugar",chocolate,0.011670235546038544,0.33641975308641975,1.9899686471356304,2,1,"frozenset({'pisco', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"sugar, tikka paste, wheat gluten",corn,0.010599571734475375,0.6073619631901841,1.9897442077152998,3,1,"frozenset({'wheat gluten', 'sugar', 'tikka paste'})",frozenset({'corn'}),ingredient_to_ingredient,
"filling, vermicelli",chocolate,0.01702355460385439,0.3361522198731501,1.9883861517512489,2,1,"frozenset({'vermicelli', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"corn, vermicelli",filling,0.02012847965738758,0.4895833333333333,1.9881340579710145,2,1,"frozenset({'corn', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
wheat gluten,beef,0.013169164882226981,0.37962962962962965,1.9841862007502749,1,1,frozenset({'wheat gluten'}),frozenset({'beef'}),ingredient_to_ingredient,
butter,filling,0.020556745182012847,0.48854961832061067,1.9839362761367407,1,1,frozenset({'butter'}),frozenset({'filling'}),ingredient_to_ingredient,
shell,rice,0.011241970021413276,0.3181818181818182,1.9825338104190673,1,1,frozenset({'shell'}),frozenset({'rice'}),ingredient_to_ingredient,
milk,cucumber,0.016809421841541754,0.31399999999999995,1.9815945945945943,1,1,frozenset({'milk'}),frozenset({'cucumber'}),ingredient_to_ingredient,
"grape, truffle",corn,0.01145610278372591,0.6045197740112994,1.980433072348487,2,1,"frozenset({'truffle', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,
lamb,filling,0.015738758029978588,0.4867549668874172,1.9766484307515115,1,1,frozenset({'lamb'}),frozenset({'filling'}),ingredient_to_ingredient,
"tagliatelle, vermicelli",filling,0.011777301927194861,0.4867256637168142,1.9765294343978455,2,1,"frozenset({'tagliatelle', 'vermicelli'})",frozenset({'filling'}),ingredient_to_ingredient,
cuisine:filipino,pasta,0.02012847965738758,0.4025695931477516,1.9758276405675246,1,1,frozenset({'cuisine:filipino'}),frozenset({'pasta'}),cuisine_to_ingredient,filipino
"filling, rice",chocolate,0.017451820128479657,0.33401639344262296,1.975752447596009,2,1,"frozenset({'rice', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
semolina,filling,0.014882226980728051,0.48601398601398604,1.9736394040741867,1,1,frozenset({'semolina'}),frozenset({'filling'}),ingredient_to_ingredient,
cuisine:vietnamese,chicken,0.024089935760171308,0.48179871520342615,1.971954425942156,1,1,frozenset({'cuisine:vietnamese'}),frozenset({'chicken'}),cuisine_to_ingredient,vietnamese
"corn, filling, grape",chocolate,0.011241970021413276,0.33333333333333337,1.9717120540426432,3,1,"frozenset({'corn', 'grape', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"ginger, sugar",chocolate,0.01145610278372591,0.3333333333333333,1.971712054042643,2,1,"frozenset({'sugar', 'ginger'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"cilantro, sugar",pasta,0.012419700214132762,0.4013840830449827,1.9700091096374872,2,1,"frozenset({'cilantro', 'sugar'})",frozenset({'pasta'}),ingredient_to_ingredient,
"chocolate, tagliatelle",yeast,0.014668094218415417,0.38483146067415724,1.969493612436509,2,1,"frozenset({'tagliatelle', 'chocolate'})",frozenset({'yeast'}),ingredient_to_ingredient,
"pasta, pepper",grape,0.011884368308351177,0.4475806451612903,1.9691018491787338,2,1,"frozenset({'pasta', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,
"basil, corn",pasta,0.010813704496788009,0.4007936507936508,1.967111244567892,2,1,"frozenset({'corn', 'basil'})",frozenset({'pasta'}),ingredient_to_ingredient,
garlic salt,tagliatelle,0.017130620985010708,0.3187250996015936,1.9649454985339172,1,1,frozenset({'garlic salt'}),frozenset({'tagliatelle'}),ingredient_to_ingredient,
"chocolate, filling","corn, sugar",0.023768736616702354,0.33841463414634143,1.9632252688986516,2,2,"frozenset({'chocolate', 'filling'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
hake,chicken,0.01006423982869379,0.4795918367346939,1.962921890929904,1,1,frozenset({'hake'}),frozenset({'chicken'}),ingredient_to_ingredient,
"filling, truffle",corn,0.014025695931477516,0.5981735159817352,1.9596424550225908,2,1,"frozenset({'truffle', 'filling'})",frozenset({'corn'}),ingredient_to_ingredient,
"cuisine:korean, twist",chicken,0.013169164882226981,0.4785992217898833,1.9588592162653418,2,1,"frozenset({'twist', 'cuisine:korean'})",frozenset({'chicken'}),cuisine_to_ingredient,korean
"corn, pepper, sugar",filling,0.012955032119914348,0.4801587301587302,1.9498619737750174,3,1,"frozenset({'sugar', 'corn', 'pepper'})",frozenset({'filling'}),ingredient_to_ingredient,
"rice, sugar",chocolate,0.026124197002141327,0.3292847503373819,1.9477641343579144,2,1,"frozenset({'rice', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,
basil,pasta,0.02291220556745182,0.3955637707948244,1.9414427846682394,1,1,frozenset({'basil'}),frozenset({'pasta'}),ingredient_to_ingredient,
"bean paste, sugar, tikka paste",chicken,0.010813704496788009,0.47417840375586856,1.9407652458719598,3,1,"frozenset({'sugar', 'tikka paste', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,
"sugar, wheat gluten",chicken,0.012419700214132762,0.47346938775510206,1.9378633135988836,2,1,"frozenset({'wheat gluten', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,
cuisine:filipino,"corn, sugar",0.016595289079229122,0.33190578158458245,1.9254658385093166,1,2,frozenset({'cuisine:filipino'}),"frozenset({'sugar', 'corn'})",cuisine_to_ingredient,filipino
bean paste,beef,0.027516059957173447,0.3676680972818312,1.921667615339845,1,1,frozenset({'bean paste'}),frozenset({'beef'}),ingredient_to_ingredient,
cuisine:filipino,grape,0.021734475374732335,0.4346895074946467,1.9123881300047103,1,1,frozenset({'cuisine:filipino'}),frozenset({'grape'}),cuisine_to_ingredient,filipino
potato,pasta,0.03436830835117773,0.38956310679611655,1.9119912861144133,1,1,frozenset({'potato'}),frozenset({'pasta'}),ingredient_to_ingredient,
"sugar, tagliatelle",chocolate,0.028051391862955032,0.32305795314426633,1.91093178110668,2,1,"frozenset({'tagliatelle', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"chicken, pepper",pasta,0.010171306209850108,0.389344262295082,1.9109171885633556,2,1,"frozenset({'chicken', 'pepper'})",frozenset({'pasta'}),ingredient_to_ingredient,
"filling, pepper",chocolate,0.011349036402569594,0.3221884498480243,1.9057885507159893,2,1,"frozenset({'pepper', 'filling'})",frozenset({'chocolate'}),ingredient_to_ingredient,
salmon,yeast,0.012955032119914348,0.37230769230769234,1.9053993677555323,1,1,frozenset({'salmon'}),frozenset({'yeast'}),ingredient_to_ingredient,
"cereal, sugar",chocolate,0.015203426124197002,0.3219954648526077,1.9046470181908524,2,1,"frozenset({'sugar', 'cereal'})",frozenset({'chocolate'}),ingredient_to_ingredient,
"char, sugar",grape,0.010813704496788009,0.43162393162393164,1.8989013289531427,2,1,"frozenset({'char', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,
"shrimp, tagliatelle",filling,0.010813704496788009,0.46759259259259256,1.8988325281803542,2,1,"frozenset({'tagliatelle', 'shrimp'})",frozenset({'filling'}),ingredient_to_ingredient,
"pasta, twist",chicken,0.0208779443254818,0.4631828978622328,1.895761729199498,2,1,"frozenset({'pasta', 'twist'})",frozenset({'chicken'}),ingredient_to_ingredient,
cuisine:indian,filling,0.023340471092077087,0.4668094218415417,1.8956521739130432,1,1,frozenset({'cuisine:indian'}),frozenset({'filling'}),cuisine_to_ingredient,indian
"grape, shrimp",filling,0.013062098501070664,0.46564885496183206,1.8909392631928312,2,1,"frozenset({'shrimp', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, grape","corn, sugar",0.013811563169164882,0.32575757575757575,1.8897986071899116,2,2,"frozenset({'chocolate', 'grape'})","frozenset({'sugar', 'corn'})",ingredient_to_ingredient,
pie crust,rice,0.013597430406852249,0.3031026252983294,1.8885780655679765,1,1,frozenset({'pie crust'}),frozenset({'rice'}),ingredient_to_ingredient,
cuisine:spanish,tagliatelle,0.015310492505353318,0.30620985010706636,1.8877887788778875,1,1,frozenset({'cuisine:spanish'}),frozenset({'tagliatelle'}),cuisine_to_ingredient,spanish
"filling, pasta, sugar",grape,0.010278372591006424,0.42857142857142855,1.8854720409124552,3,1,"frozenset({'sugar', 'pasta', 'filling'})",frozenset({'grape'}),ingredient_to_ingredient,
"chocolate, yeast",filling,0.022805139186295502,0.4640522875816993,1.884455811310031,2,1,"frozenset({'chocolate', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
"chocolate, sugar, yeast",filling,0.017773019271948607,0.46368715083798884,1.8829730386203547,3,1,"frozenset({'sugar', 'chocolate', 'yeast'})",frozenset({'filling'}),ingredient_to_ingredient,
wheat gluten,chicken,0.01595289079229122,0.45987654320987653,1.882229147055323,1,1,frozenset({'wheat gluten'}),frozenset({'chicken'}),ingredient_to_ingredient,
"cuisine:filipino, pasta",corn,0.011563169164882228,0.574468085106383,1.8819824324425178,2,1,"frozenset({'pasta', 'cuisine:filipino'})",frozenset({'corn'}),cuisine_to_ingredient,filipino
"grape, pepper, sugar",filling,0.010599571734475375,0.46261682242990654,1.8786265745631856,3,1,"frozenset({'sugar', 'pepper', 'grape'})",frozenset({'filling'}),ingredient_to_ingredient,
